epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,16964.4,0.37417,0.49955,1.04931,0.82915,0.90909,0.86641,0.74632,0.55767,0.51167,1.20783,0.0006338,0.0006338,0.0006338
71,17172.2,0.37341,0.53533,1.046,0.82975,0.90909,0.87344,0.77465,0.53776,0.47717,1.18881,0.000614,0.000614,0.000614
72,17390.9,0.3887,0.55196,1.07541,0.82957,0.90909,0.86702,0.77792,0.58472,0.50293,1.25332,0.0005942,0.0005942,0.0005942
73,17613.7,0.39903,0.52326,1.07401,0.82888,0.90909,0.85646,0.75954,0.58417,0.50546,1.2732,0.0005744,0.0005744,0.0005744
74,17807.7,0.38155,0.52544,1.02901,0.82914,0.90909,0.85653,0.77663,0.56125,0.50842,1.22198,0.0005546,0.0005546,0.0005546
75,18004.5,0.3575,0.54173,1.03708,0.82782,0.90909,0.87498,0.79849,0.53029,0.48103,1.14372,0.0005348,0.0005348,0.0005348
76,18199.2,0.3596,0.48875,1.03964,0.90768,0.89495,0.8949,0.80426,0.56686,0.44042,1.2242,0.000515,0.000515,0.000515
77,18408.5,0.34861,0.49662,1.0338,0.90661,0.88424,0.88945,0.78085,0.58572,0.46335,1.29474,0.0004952,0.0004952,0.0004952
78,18629.4,0.32446,0.50506,1.02132,0.82876,0.90909,0.86178,0.76377,0.58583,0.49554,1.27416,0.0004754,0.0004754,0.0004754
79,18799.7,0.34265,0.47361,1.04572,0.82903,0.90909,0.84104,0.78049,0.5582,0.4712,1.21853,0.0004556,0.0004556,0.0004556
80,18975.3,0.34683,0.52039,1.00722,0.82861,0.90909,0.85876,0.79782,0.52625,0.47718,1.19922,0.0004358,0.0004358,0.0004358
81,19164.3,0.3024,0.45128,1.02319,0.89731,0.90909,0.87564,0.79717,0.53454,0.51227,1.20163,0.000416,0.000416,0.000416
82,19372.4,0.3305,0.51012,1.00882,0.89926,0.90909,0.90735,0.83941,0.53964,0.43995,1.2148,0.0003962,0.0003962,0.0003962
83,19542.9,0.3404,0.48924,1.03638,0.89873,0.90909,0.90702,0.86425,0.50649,0.43087,1.1553,0.0003764,0.0003764,0.0003764
84,19712.4,0.2973,0.47719,0.99824,0.89663,0.90909,0.89041,0.82121,0.52868,0.42569,1.165,0.0003566,0.0003566,0.0003566
85,19883.3,0.32404,0.44366,1.01675,0.89604,0.90909,0.89039,0.82118,0.55992,0.41857,1.19396,0.0003368,0.0003368,0.0003368
86,52948.9,0.33981,0.46602,1.0245,0.89282,0.90909,0.88197,0.79351,0.55999,0.4427,1.19337,0.000317,0.000317,0.000317
87,53178.5,0.33535,0.49684,1.01893,0.89233,0.90909,0.88191,0.78116,0.53856,0.43638,1.16469,0.0002972,0.0002972,0.0002972
88,53390.6,0.30918,0.4583,1.01803,0.89501,0.90909,0.88996,0.80714,0.5188,0.43379,1.16454,0.0002774,0.0002774,0.0002774
89,53622.6,0.32106,0.4465,1.03157,0.89804,0.90909,0.88991,0.80328,0.5438,0.40618,1.25264,0.0002576,0.0002576,0.0002576
90,53840.2,0.3168,0.44129,1.02004,0.89879,0.90909,0.90631,0.82566,0.52753,0.40952,1.26557,0.0002378,0.0002378,0.0002378
91,54057.9,0.31108,0.60613,1.04188,0.89461,0.90909,0.88979,0.80649,0.52929,0.45489,1.26522,0.000218,0.000218,0.000218
92,54265.4,0.27456,0.44753,1.02818,0.89386,0.90909,0.87335,0.78889,0.52544,0.4878,1.28457,0.0001982,0.0001982,0.0001982
93,54469.9,0.2932,0.44715,1.05591,0.89462,0.90909,0.87334,0.78888,0.51711,0.49897,1.29176,0.0001784,0.0001784,0.0001784
94,54675.1,0.24403,0.38279,1.02933,0.89355,0.90909,0.87342,0.79349,0.50676,0.46131,1.24831,0.0001586,0.0001586,0.0001586
95,54880.1,0.21604,0.39283,1.00078,0.89625,0.90909,0.87349,0.8124,0.48481,0.46065,1.21523,0.0001388,0.0001388,0.0001388
96,55084.6,0.27532,0.42661,1.01215,0.89597,0.90909,0.87365,0.80897,0.4959,0.45691,1.22334,0.000119,0.000119,0.000119
97,55289.3,0.23746,0.35512,1.00854,0.89725,0.90909,0.87372,0.80907,0.49075,0.45304,1.22677,9.92e-05,9.92e-05,9.92e-05
98,55496.4,0.2518,0.43796,1.02859,0.89712,0.90909,0.87386,0.80924,0.50164,0.44283,1.23511,7.94e-05,7.94e-05,7.94e-05
99,55704.9,0.21124,0.34611,1.04358,0.8984,0.90909,0.87392,0.79929,0.52298,0.42238,1.25985,5.96e-05,5.96e-05,5.96e-05
100,55912,0.24591,0.42044,1.03279,0.89861,0.90909,0.87397,0.77746,0.52181,0.42711,1.26224,3.98e-05,3.98e-05,3.98e-05
